locus_tag	gene	product	go_terms
EQU24_RS01460	fdhD	formate dehydrogenase accessory sulfurtransferase FdhD	['GO:0140104', 'GO:0003674', 'GO:0043085', 'GO:0097163', 'GO:0005737', 'GO:0005622', 'GO:0044424', 'GO:0097159', 'GO:0044093', 'GO:0005488', 'GO:0016783', 'GO:0055114', 'GO:0008150', 'GO:0016491', 'GO:0065007', 'GO:0050790', 'GO:0048037', 'GO:0005575', 'GO:1901363', 'GO:0006777', 'GO:0005829', 'GO:0050662', 'GO:0044444', 'GO:0044464', 'GO:0005623', 'GO:0043546', 'GO:0065009']
EQU24_RS01465		formate dehydrogenase subunit alpha	['GO:0005737', 'GO:0046872', 'GO:0005622', 'GO:0043169', 'GO:0044424', 'GO:0003954', 'GO:0008152', 'GO:0015942', 'GO:0016491', 'GO:0009987', 'GO:0022900', 'GO:0043167', 'GO:0017144', 'GO:0030151', 'GO:0005829', 'GO:0032787', 'GO:0044464', 'GO:0043436', 'GO:0015944', 'GO:0005623', 'GO:0009055', 'GO:0046914', 'GO:0051536', 'GO:0005488', 'GO:0003824', 'GO:0019752', 'GO:0055114', 'GO:0008863', 'GO:0006082', 'GO:0051539', 'GO:0044444', 'GO:0016651', 'GO:0051540', 'GO:0005575', 'GO:0044281', 'GO:0044237', 'GO:0048037', 'GO:0071704', 'GO:0008150', 'GO:0043546', 'GO:0016999', 'GO:0003674']
EQU24_RS01470		NADH-quinone oxidoreductase subunit NuoF	['GO:0051539', 'GO:0046872', 'GO:0010181', 'GO:0050583', 'GO:0008137', 'GO:0055114']
EQU24_RS01475		formate dehydrogenase subunit gamma	['GO:0046872', 'GO:0016491', 'GO:0055114', 'GO:0051537']
EQU24_RS01480		helix-turn-helix domain-containing protein	['GO:0003677']
EQU24_RS01485		type II toxin-antitoxin system Phd/YefM family antitoxin	[]
EQU24_RS01490		DUF3368 domain-containing protein	[]
EQU24_RS01495		hypothetical protein	[]
EQU24_RS01500		saccharopine dehydrogenase	['GO:0016491', 'GO:0055114', 'GO:0016021']
EQU24_RS01505		hypothetical protein	['GO:0016021']
EQU24_RS01510		TolC family protein	['GO:0015562', 'GO:0055085']
EQU24_RS01515		HlyD family efflux transporter periplasmic adaptor subunit	['GO:0016021']
EQU24_RS01520		ATP-binding cassette domain-containing protein	['GO:0042626', 'GO:0016887', 'GO:0055085', 'GO:0005524', 'GO:0016021']
EQU24_RS01525		type II/IV secretion system protein	[]
EQU24_RS01530		hypothetical protein	['GO:0005515']
EQU24_RS01535		inorganic pyrophosphatase	['GO:0005737', 'GO:0006796', 'GO:0000287', 'GO:0004427']
EQU24_RS01540		hypothetical protein	[]
EQU24_RS01545		TVP38/TMEM64 family protein	['GO:0005886', 'GO:0016021']
EQU24_RS01550	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	['GO:0003882', 'GO:0008654', 'GO:0016021']
EQU24_RS01555		hypothetical protein	['GO:0016021']
EQU24_RS01560		DUF47 family protein	['GO:0008150', 'GO:0005575', 'GO:0003674']
EQU24_RS01565		esterase-like activity of phytase family protein	[]
EQU24_RS01570		hypothetical protein	[]
EQU24_RS01575		hypothetical protein	[]
EQU24_RS01580		hypothetical protein	[]
EQU24_RS01585		DUF2817 domain-containing protein	['GO:0004181', 'GO:0006508', 'GO:0008270']
EQU24_RS01590		alpha/beta hydrolase	['GO:0016787']
EQU24_RS01595		putative motility protein	['GO:0016301', 'GO:0016310']
EQU24_RS01600		hypothetical protein	[]
EQU24_RS01605		NfeD family protein	['GO:0008233', 'GO:0016021', 'GO:0006508']
EQU24_RS01610		paraslipin	['GO:0071944', 'GO:0006508', 'GO:0008233', 'GO:0005886', 'GO:0005575', 'GO:0016021', 'GO:0016020', 'GO:0044464', 'GO:0005623']
EQU24_RS01615		paraslipin	['GO:0071944', 'GO:0006508', 'GO:0008233', 'GO:0005886', 'GO:0005575', 'GO:0016021', 'GO:0016020', 'GO:0044464', 'GO:0005623']
EQU24_RS01620		hypothetical protein	[]
EQU24_RS01625		hypothetical protein	['GO:0016021']
EQU24_RS01630		LysR family transcriptional regulator	['GO:0010212', 'GO:0005737', 'GO:0005622', 'GO:0044424', 'GO:0003677', 'GO:0097159', 'GO:0009314', 'GO:0005488', 'GO:0050896', 'GO:0003700', 'GO:0042802', 'GO:0008150', 'GO:0006355', 'GO:0010165', 'GO:0003676', 'GO:0005515', 'GO:0005575', 'GO:1901363', 'GO:0005829', 'GO:0009628', 'GO:0044444', 'GO:0044464', 'GO:0005623', 'GO:0003674']
EQU24_RS01635		EAL domain-containing protein	['GO:0006974', 'GO:0009987', 'GO:0033554', 'GO:0006950', 'GO:0008150', 'GO:0051716', 'GO:0050896']
EQU24_RS01640		alpha/beta hydrolase	['GO:0016787']
EQU24_RS01645		sulfate ABC transporter ATP-binding protein	['GO:0000166', 'GO:0006810', 'GO:0034220', 'GO:0015399', 'GO:0005215', 'GO:0051179', 'GO:0098660', 'GO:0042623', 'GO:0008144', 'GO:0005886', 'GO:0022804', 'GO:0043167', 'GO:0098656', 'GO:0016020', 'GO:0005524', 'GO:0044464', 'GO:0006820', 'GO:0022857', 'GO:0042626', 'GO:0097159', 'GO:0005488', 'GO:0035639', 'GO:0015318', 'GO:0016817', 'GO:0043492', 'GO:1901363', 'GO:0015419', 'GO:0016818', 'GO:0015116', 'GO:0016462', 'GO:0008150', 'GO:0032559', 'GO:1902358', 'GO:0003674', 'GO:0015709', 'GO:0015075', 'GO:0043168', 'GO:0015405', 'GO:0043190', 'GO:0008272', 'GO:0099133', 'GO:0016787', 'GO:0017111', 'GO:0040007', 'GO:0005623', 'GO:0102025', 'GO:0016887', 'GO:0071944', 'GO:0032553', 'GO:0030554', 'GO:0036094', 'GO:0015103', 'GO:0003824', 'GO:0055085', 'GO:1901682', 'GO:0051234', 'GO:0015698', 'GO:0008509', 'GO:0043225', 'GO:0005575', 'GO:0032555', 'GO:0098661', 'GO:1901265', 'GO:0072348', 'GO:0017076', 'GO:0006811', 'GO:0097367']
EQU24_RS01650	cysW	sulfate ABC transporter permease subunit CysW	['GO:0016021', 'GO:0005886', 'GO:0015419', 'GO:1902358']
EQU24_RS01655	cysT	sulfate ABC transporter permease subunit CysT	['GO:0006810', 'GO:0005623', 'GO:0071944', 'GO:0051179', 'GO:0006820', 'GO:0016021', 'GO:0051234', 'GO:0015698', 'GO:0005886', 'GO:0005575', 'GO:0008272', 'GO:0015419', 'GO:0072348', 'GO:0016020', 'GO:0044464', 'GO:0008150', 'GO:0006811', 'GO:1902358']
EQU24_RS01660		sulfate ABC transporter substrate-binding protein	['GO:0006810', 'GO:0030313', 'GO:0031975', 'GO:0003674', 'GO:0051179', 'GO:0006820', 'GO:0043168', 'GO:0043199', 'GO:0030288', 'GO:0042597', 'GO:0005488', 'GO:0008150', 'GO:0008152', 'GO:0051234', 'GO:0015698', 'GO:0009987', 'GO:0043167', 'GO:0005575', 'GO:0006790', 'GO:0044237', 'GO:0008272', 'GO:0015419', 'GO:0072348', 'GO:0044464', 'GO:0005623', 'GO:1901681', 'GO:0006811', 'GO:1902358']
EQU24_RS01665		alginate export family protein	[]
EQU24_RS01670		DUF2292 domain-containing protein	[]
EQU24_RS01675		acyl-CoA dehydrogenase family protein	['GO:0050660', 'GO:0016627', 'GO:0017000', 'GO:0003824', 'GO:0055114', 'GO:0008150', 'GO:0008152', 'GO:0016491', 'GO:0009987', 'GO:0017144', 'GO:0044237', 'GO:0009058', 'GO:0003995', 'GO:0044249', 'GO:0016999', 'GO:0003674']
EQU24_RS01680		amino acid adenylation domain-containing protein	['GO:0008152', 'GO:0016999', 'GO:0009987', 'GO:0017144', 'GO:0044237', 'GO:0017000', 'GO:0009058', 'GO:0016740', 'GO:0044249', 'GO:0008150']
EQU24_RS01685		hypothetical protein	[]
EQU24_RS01690		acyl carrier protein	[]
EQU24_RS01695		NAD(P)/FAD-dependent oxidoreductase	['GO:0004497', 'GO:0055114', 'GO:0071949']
EQU24_RS01700		beta-ketoacyl-ACP synthase	['GO:0004315', 'GO:0033817']
EQU24_RS01705		hotdog family protein	[]
EQU24_RS01710	fabG	3-oxoacyl-ACP reductase FabG	['GO:0102131', 'GO:0004316', 'GO:0055114', 'GO:0102132']
EQU24_RS01715		beta-ketoacyl-ACP synthase	['GO:0004315', 'GO:0033817']
EQU24_RS01720		hexose kinase	['GO:0016310', 'GO:0019320', 'GO:0005737', 'GO:0005622', 'GO:0044424', 'GO:0016772', 'GO:0009056', 'GO:0006796', 'GO:0006001', 'GO:0008152', 'GO:0009987', 'GO:0044262', 'GO:0016052', 'GO:0019200', 'GO:0005829', 'GO:0046365', 'GO:0006000', 'GO:0005975', 'GO:0044238', 'GO:0005524', 'GO:0044464', 'GO:0016740', 'GO:0005623', 'GO:0019318', 'GO:0071704', 'GO:0008662', 'GO:0044282', 'GO:0006793', 'GO:1901575', 'GO:0016301', 'GO:0008443', 'GO:0003824', 'GO:0044444', 'GO:0005575', 'GO:0044281', 'GO:0044237', 'GO:0046835', 'GO:0016773', 'GO:0008150', 'GO:0005996', 'GO:0003674']
EQU24_RS01725		DUF2384 domain-containing protein	[]
EQU24_RS01730		RES domain-containing protein	[]
EQU24_RS01735		hypothetical protein	['GO:0016021']
EQU24_RS01740		diguanylate cyclase	['GO:0005488', 'GO:0016021']
EQU24_RS01745		DUF72 domain-containing protein	[]
EQU24_RS01750		RtcB family protein	['GO:0005623', 'GO:0008452', 'GO:0005618', 'GO:0071944', 'GO:0030312', 'GO:0046872', 'GO:0005576', 'GO:0005575', 'GO:0006396', 'GO:0044464']
EQU24_RS01755		archease	[]
EQU24_RS01760	cydX	cytochrome bd-I oxidase subunit CydX	['GO:0071944', 'GO:0016679', 'GO:0016021', 'GO:0044425', 'GO:0003824', 'GO:0055114', 'GO:0031224', 'GO:0008150', 'GO:0008152', 'GO:0016491', 'GO:0019867', 'GO:0044459', 'GO:0005886', 'GO:0005575', 'GO:0005887', 'GO:0016020', 'GO:0031226', 'GO:0044464', 'GO:0005623', 'GO:0003674']
EQU24_RS01765		DUF504 domain-containing protein	[]
EQU24_RS01770		SagB/ThcOx family dehydrogenase	['GO:0016491', 'GO:0055114']
EQU24_RS01775		transporter substrate-binding domain-containing protein	['GO:0016787', 'GO:0016021']
EQU24_RS01780		DUF853 family protein	['GO:0005524']
EQU24_RS01785		MBL fold metallo-hydrolase	['GO:0016787', 'GO:0005506']
EQU24_RS01790		heme-binding protein	[]
EQU24_RS01795		class II fumarate hydratase	['GO:0016836', 'GO:0006099', 'GO:0008152', 'GO:0072350', 'GO:0009987', 'GO:0017144', 'GO:0043648', 'GO:0044238', 'GO:0043436', 'GO:0045333', 'GO:0004333', 'GO:0015980', 'GO:0006101', 'GO:0006106', 'GO:0006108', 'GO:0009060', 'GO:0003824', 'GO:0019752', 'GO:0055114', 'GO:0006091', 'GO:0016835', 'GO:0006082', 'GO:0016829', 'GO:0044281', 'GO:0044237', 'GO:0071704', 'GO:0008150', 'GO:0045239', 'GO:0016999', 'GO:0003674']
EQU24_RS01800		ISAs1 family transposase	['GO:0006313', 'GO:0003677', 'GO:0004803']
EQU24_RS01810		bacterioferritin	['GO:0046916', 'GO:0055065', 'GO:0097577', 'GO:0051179', 'GO:0055080', 'GO:0051235', 'GO:0051238', 'GO:0051641', 'GO:0055072', 'GO:0008150', 'GO:0042592', 'GO:0006879', 'GO:0065007', 'GO:0009987', 'GO:0019725', 'GO:0065008', 'GO:0048878', 'GO:0055082', 'GO:0006875', 'GO:0055076', 'GO:0050801', 'GO:0008199', 'GO:0006880', 'GO:0051651', 'GO:0005623', 'GO:0098771', 'GO:0006873', 'GO:0030003']
EQU24_RS01815		DNA/RNA non-specific endonuclease	['GO:0004519', 'GO:0016020', 'GO:0046872', 'GO:0003676', 'GO:0090305']
EQU24_RS01820		membrane protein	['GO:0016021']
EQU24_RS01825		hypothetical protein	[]
EQU24_RS01830	hflB	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	['GO:0016887', 'GO:0006508', 'GO:0051301', 'GO:0005886', 'GO:0008270', 'GO:0016021', 'GO:0030163', 'GO:0004222', 'GO:0005524']
EQU24_RS01835	mscL	large-conductance mechanosensitive channel protein MscL	['GO:0006810', 'GO:0022838', 'GO:0034220', 'GO:0005215', 'GO:0051179', 'GO:0008381', 'GO:0005216', 'GO:0015075', 'GO:0044425', 'GO:0090066', 'GO:0042802', 'GO:0042592', 'GO:0065007', 'GO:0009987', 'GO:0019725', 'GO:0044459', 'GO:0065008', 'GO:0005886', 'GO:0005887', 'GO:0016020', 'GO:0044464', 'GO:0005623', 'GO:0071944', 'GO:0015267', 'GO:0006884', 'GO:0022857', 'GO:0071840', 'GO:0016021', 'GO:0022803', 'GO:0005488', 'GO:0031224', 'GO:0008361', 'GO:0032535', 'GO:0055085', 'GO:0051234', 'GO:0005515', 'GO:0015318', 'GO:0005575', 'GO:0030104', 'GO:0048878', 'GO:0055082', 'GO:0031226', 'GO:0022836', 'GO:0008150', 'GO:0009992', 'GO:0016043', 'GO:0006811', 'GO:0003674']
EQU24_RS01840		5'-deoxynucleotidase	['GO:0009123', 'GO:0046385', 'GO:0006221', 'GO:0006796', 'GO:0019637', 'GO:0043094', 'GO:0006725', 'GO:0008152', 'GO:0009987', 'GO:0009165', 'GO:0032262', 'GO:0009129', 'GO:0043167', 'GO:1901566', 'GO:0044271', 'GO:0044238', 'GO:0009262', 'GO:0046914', 'GO:0009394', 'GO:0006793', 'GO:0006220', 'GO:0042578', 'GO:0009265', 'GO:0019438', 'GO:0005488', 'GO:0072528', 'GO:1901564', 'GO:0009162', 'GO:0009176', 'GO:0005515', 'GO:0034654', 'GO:0046078', 'GO:0050897', 'GO:1901360', 'GO:0043173', 'GO:0008150', 'GO:0006753', 'GO:0046483', 'GO:0003674', 'GO:0006226', 'GO:0002953', 'GO:0046872', 'GO:0006807', 'GO:0043169', 'GO:0009130', 'GO:0009157', 'GO:0072527', 'GO:1901362', 'GO:0042802', 'GO:0009219', 'GO:0016791', 'GO:0018130', 'GO:0009117', 'GO:0009263', 'GO:0016788', 'GO:0009058', 'GO:0034641', 'GO:0016787', 'GO:1901293', 'GO:1901135', 'GO:0090407', 'GO:0009221', 'GO:0008655', 'GO:1901576', 'GO:0055086', 'GO:0019692', 'GO:0003824', 'GO:0006139', 'GO:0009177', 'GO:0044281', 'GO:0010139', 'GO:0016311', 'GO:0044237', 'GO:1901137', 'GO:0071704', 'GO:0044249', 'GO:0009124']
EQU24_RS01845		NAD(P)/FAD-dependent oxidoreductase	['GO:0042572', 'GO:0016853', 'GO:0051786', 'GO:0055114', 'GO:0016021']
EQU24_RS01855		type II toxin-antitoxin system ParD family antitoxin	['GO:0006355']
EQU24_RS01860		hypothetical protein	[]
EQU24_RS01870		PepSY domain-containing protein	['GO:0016021']
EQU24_RS01880		TonB-dependent receptor	['GO:0009279', 'GO:0044718', 'GO:0015344', 'GO:0038023']
EQU24_RS01885		DUF4351 domain-containing protein	[]
EQU24_RS01890		FecR family protein	['GO:0016021']
EQU24_RS01895		sigma-70 family RNA polymerase sigma factor	['GO:2000142', 'GO:0003677', 'GO:0003700', 'GO:0016987']
EQU24_RS01900		RNA polymerase sigma factor	['GO:2000142', 'GO:0003677', 'GO:0003700', 'GO:0016987']
EQU24_RS01905		FecR family protein	['GO:0016021']
EQU24_RS01910		transposase	['GO:0003697', 'GO:0003674', 'GO:0006310', 'GO:0006807', 'GO:0044260', 'GO:0004520', 'GO:0003677', 'GO:0004519', 'GO:0004803', 'GO:0006725', 'GO:0008152', 'GO:0043565', 'GO:0009987', 'GO:0043170', 'GO:0140097', 'GO:0003676', 'GO:0000014', 'GO:0016788', 'GO:0034641', 'GO:0004536', 'GO:0016787', 'GO:0044238', 'GO:0006259', 'GO:0032448', 'GO:0090304', 'GO:0004518', 'GO:0006313', 'GO:0097159', 'GO:0005488', 'GO:0003824', 'GO:0000217', 'GO:0006139', 'GO:0000405', 'GO:1901363', 'GO:0044237', 'GO:1901360', 'GO:0071704', 'GO:0008150', 'GO:0046483', 'GO:0090305']
EQU24_RS01915		TonB-dependent receptor	['GO:0009279', 'GO:0016021']
EQU24_RS01920		PepSY domain-containing protein	['GO:0016021']
EQU24_RS01925		PepSY domain-containing protein	['GO:0016021']
EQU24_RS01930		type II toxin-antitoxin system Phd/YefM family antitoxin	[]
EQU24_RS01935		type II toxin-antitoxin system VapC family toxin	['GO:0090501', 'GO:0000287', 'GO:0090729', 'GO:0004540']
EQU24_RS01940		hypothetical protein	[]
EQU24_RS01945		DUF3450 domain-containing protein	[]
EQU24_RS01950		hypothetical protein	['GO:0015031', 'GO:0016021']
EQU24_RS01955		MotA/TolQ/ExbB proton channel family protein	['GO:0015031', 'GO:0016021']
EQU24_RS01960		biopolymer transporter ExbD	['GO:0055085', 'GO:0005886', 'GO:0022857', 'GO:0015031', 'GO:0016021']
EQU24_RS01965		energy transducer TonB	['GO:0031992', 'GO:0030288', 'GO:0044718', 'GO:0005886', 'GO:0015031', 'GO:0015343', 'GO:0016021']
EQU24_RS01970		tetratricopeptide repeat protein	['GO:0005515']
EQU24_RS01975		acyl-CoA thioesterase	['GO:0016787']
EQU24_RS01980		aromatic amino acid lyase	['GO:0004397', 'GO:0016841', 'GO:0016829', 'GO:0016869', 'GO:0016853', 'GO:0016866', 'GO:0050368', 'GO:0003824', 'GO:0016840', 'GO:0003674']
EQU24_RS01985		hypothetical protein	['GO:0016746', 'GO:0016021']
EQU24_RS01990		glycosyltransferase family 2 protein	['GO:0016757']
EQU24_RS01995		AMP-binding protein	['GO:0016874']
EQU24_RS02000		membrane protein	['GO:0016021']
EQU24_RS02005		acyl carrier protein	['GO:0000036', 'GO:0006633', 'GO:0005737']
EQU24_RS02010		acyl carrier protein	[]
EQU24_RS02015		beta-ketoacyl synthase chain length factor	[]
EQU24_RS02020		YicC family protein	['GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0044260', 'GO:0016772', 'GO:0009056', 'GO:0004540', 'GO:0034661', 'GO:0019439', 'GO:0044424', 'GO:0046700', 'GO:0016796', 'GO:0034655', 'GO:0000175', 'GO:0006725', 'GO:0008152', 'GO:0009022', 'GO:0034660', 'GO:0009987', 'GO:0043170', 'GO:0140101', 'GO:0090501', 'GO:0004532', 'GO:0005829', 'GO:0016072', 'GO:0016787', 'GO:0016788', 'GO:0016075', 'GO:0034641', 'GO:0044238', 'GO:0016740', 'GO:0005623', 'GO:0044265', 'GO:0016896', 'GO:0044464', 'GO:0004518', 'GO:0090304', 'GO:0044248', 'GO:0016779', 'GO:0090305', 'GO:0009057', 'GO:1901575', 'GO:0090503', 'GO:0003824', 'GO:0004527', 'GO:0006139', 'GO:0006401', 'GO:0140098', 'GO:0016070', 'GO:0005575', 'GO:0008408', 'GO:0044237', 'GO:1901361', 'GO:0044270', 'GO:1901360', 'GO:0044444', 'GO:0071704', 'GO:0008150', 'GO:0046483', 'GO:0003674']
EQU24_RS02025		serine/threonine protein kinase	['GO:0005524', 'GO:0006468', 'GO:0004674']
EQU24_RS02030		ribonuclease PH	['GO:0003674', 'GO:0006399', 'GO:0034470', 'GO:0006807', 'GO:0044260', 'GO:0009056', 'GO:0004540', 'GO:0034661', 'GO:0019439', 'GO:0046700', 'GO:0034655', 'GO:0000175', 'GO:0006725', 'GO:0043628', 'GO:0009022', 'GO:0008152', 'GO:0034660', 'GO:0009987', 'GO:0043170', 'GO:0090501', 'GO:0016788', 'GO:0016072', 'GO:0016787', 'GO:0034641', 'GO:0016075', 'GO:0031123', 'GO:0044238', 'GO:0044265', 'GO:0090304', 'GO:0004518', 'GO:0044248', 'GO:0008033', 'GO:0071840', 'GO:0009057', 'GO:0000049', 'GO:1901575', 'GO:0090503', 'GO:0006396', 'GO:0031125', 'GO:0003824', 'GO:0044085', 'GO:0006139', 'GO:0006364', 'GO:0010467', 'GO:0006401', 'GO:0140098', 'GO:0016070', 'GO:0044237', 'GO:0022613', 'GO:1901361', 'GO:0044270', 'GO:1901360', 'GO:0071704', 'GO:0008150', 'GO:0042254', 'GO:0046483', 'GO:0090305']
EQU24_RS02035	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	['GO:0000166', 'GO:0034404', 'GO:0046434', 'GO:0009056', 'GO:0019439', 'GO:0034655', 'GO:0006796', 'GO:0019637', 'GO:0006725', 'GO:0008152', 'GO:0009987', 'GO:0043167', 'GO:0009144', 'GO:0000287', 'GO:0044271', 'GO:0044238', 'GO:0044464', 'GO:0035870', 'GO:0009146', 'GO:0006793', 'GO:0019438', 'GO:0005488', 'GO:0009141', 'GO:0005515', 'GO:0034654', 'GO:0016817', 'GO:0036220', 'GO:0046983', 'GO:0016818', 'GO:1901360', 'GO:1901361', 'GO:0044444', 'GO:0016462', 'GO:0008150', 'GO:0006753', 'GO:0046483', 'GO:0003674', 'GO:0005737', 'GO:0046872', 'GO:0047429', 'GO:0005622', 'GO:0036222', 'GO:0006807', 'GO:0042803', 'GO:0043169', 'GO:0044424', 'GO:0046700', 'GO:1901292', 'GO:1901362', 'GO:0009143', 'GO:0042802', 'GO:0018130', 'GO:0009117', 'GO:0005829', 'GO:0009058', 'GO:0034641', 'GO:0017111', 'GO:0016787', 'GO:0005623', 'GO:0044248', 'GO:1901576', 'GO:0055086', 'GO:1901575', 'GO:0044283', 'GO:0003824', 'GO:0006139', 'GO:0005575', 'GO:0044281', 'GO:0044237', 'GO:0044270', 'GO:0071704', 'GO:0044249']
EQU24_RS02040		hypothetical protein	[]
EQU24_RS02045		pentapeptide repeat-containing protein	[]
EQU24_RS02050		ferrochelatase	['GO:0033013', 'GO:0003674', 'GO:0005737', 'GO:0046872', 'GO:0006807', 'GO:0046148', 'GO:1901362', 'GO:0006725', 'GO:0008152', 'GO:0018130', 'GO:0033014', 'GO:0006783', 'GO:0009987', 'GO:0006778', 'GO:0051188', 'GO:1901566', 'GO:0004325', 'GO:0009058', 'GO:0034641', 'GO:0044271', 'GO:1901576', 'GO:0051186', 'GO:0019438', 'GO:0003824', 'GO:0008150', 'GO:0042440', 'GO:1901564', 'GO:0042168', 'GO:0016829', 'GO:0044237', 'GO:1901360', 'GO:0071704', 'GO:0044249', 'GO:0046483', 'GO:0006779']
EQU24_RS02055		TonB-dependent receptor	['GO:0009279', 'GO:0016021']
EQU24_RS02060		peptidase M4	[]
EQU24_RS02065		cation:proton antiporter	['GO:0015299', 'GO:1902600', 'GO:0016021']
EQU24_RS02070		hypothetical protein	[]
EQU24_RS02075		VacJ family lipoprotein	['GO:0006810', 'GO:0006869', 'GO:0051179', 'GO:0071840', 'GO:0006820', 'GO:0010876', 'GO:0008150', 'GO:0015711', 'GO:0051234', 'GO:0009987', 'GO:0120009', 'GO:0120010', 'GO:0015914', 'GO:0061024', 'GO:0016020', 'GO:0033036', 'GO:0071702', 'GO:0016043', 'GO:0015748', 'GO:0006811']
EQU24_RS02080		bile acid:sodium symporter family protein	['GO:0016021']
EQU24_RS02085		S8 family serine peptidase	['GO:0004252', 'GO:0006508']
EQU24_RS02090		transposase	['GO:0006313', 'GO:0003677', 'GO:0004803', 'GO:0016020']
EQU24_RS02100		HicB family protein	[]
EQU24_RS02105	rep	DNA helicase Rep	['GO:0007049', 'GO:0003697', 'GO:0051276', 'GO:0003674', 'GO:0006807', 'GO:0044260', 'GO:0032392', 'GO:0006996', 'GO:0008094', 'GO:0070035', 'GO:0004386', 'GO:0042623', 'GO:0009314', 'GO:0050896', 'GO:0006725', 'GO:0034645', 'GO:0008152', 'GO:0008026', 'GO:0009987', 'GO:0043170', 'GO:0140097', 'GO:0009058', 'GO:0034641', 'GO:0016787', 'GO:0017111', 'GO:0044238', 'GO:0005524', 'GO:0006259', 'GO:0090304', 'GO:0044787', 'GO:0003678', 'GO:0016887', 'GO:0006260', 'GO:0071840', 'GO:0009059', 'GO:0032508', 'GO:1901576', 'GO:0006261', 'GO:0006268', 'GO:0071103', 'GO:0003824', 'GO:0044786', 'GO:0008150', 'GO:0006139', 'GO:0004003', 'GO:0016462', 'GO:0016817', 'GO:0008408', 'GO:0044237', 'GO:0009628', 'GO:0016818', 'GO:1901360', 'GO:0022402', 'GO:0071704', 'GO:0044249', 'GO:0016043', 'GO:0046483', 'GO:0090305']
EQU24_RS02110			[]
EQU24_RS02115		sigma-54-dependent Fis family transcriptional regulator	['GO:0005524', 'GO:0043565', 'GO:0006355', 'GO:0008134']
EQU24_RS02120		DUF4145 domain-containing protein	['GO:0003677', 'GO:0004519', 'GO:0005524', 'GO:0006304', 'GO:0090305']
EQU24_RS02125		type I restriction-modification system subunit M	['GO:0003677', 'GO:0008170', 'GO:0032775', 'GO:0009007']
EQU24_RS02130		restriction endonuclease subunit S	['GO:0003677', 'GO:0004519', 'GO:0006304', 'GO:0090305']
EQU24_RS02135		hypothetical protein	[]
EQU24_RS02140		hypothetical protein	[]
EQU24_RS02150		hypothetical protein	['GO:0003676']
EQU24_RS02155		hypothetical protein	['GO:0004519', 'GO:0004527', 'GO:0090305']
EQU24_RS02160		hypothetical protein	['GO:0016021']
EQU24_RS02165		GNAT family N-acetyltransferase	['GO:0004343', 'GO:0006048']
EQU24_RS02170		LapA family protein	['GO:0005887']
EQU24_RS02175		hypothetical protein	['GO:0016021']
EQU24_RS02180		DUF3488 domain-containing protein	['GO:0008233', 'GO:0016021', 'GO:0006508']
EQU24_RS02185		DUF58 domain-containing protein	['GO:0016021']
EQU24_RS02190		MoxR family ATPase	['GO:0005524', 'GO:0016887']
EQU24_RS02195		TraR/DksA family transcriptional regulator	['GO:0008270']
EQU24_RS02200		hypothetical protein	[]
EQU24_RS02205	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	['GO:0000166', 'GO:0005737', 'GO:0006399', 'GO:0005622', 'GO:0034470', 'GO:0006807', 'GO:0043168', 'GO:0044260', 'GO:0044424', 'GO:0043414', 'GO:0009314', 'GO:0050896', 'GO:0006725', 'GO:0001510', 'GO:0008152', 'GO:0034660', 'GO:0006400', 'GO:0009987', 'GO:0043170', 'GO:0043167', 'GO:0005829', 'GO:0034641', 'GO:0044238', 'GO:0009411', 'GO:0044464', 'GO:0005623', 'GO:0090304', 'GO:0050660', 'GO:0036094', 'GO:0008033', 'GO:0009416', 'GO:0043412', 'GO:0097159', 'GO:0006396', 'GO:0005488', 'GO:0006139', 'GO:0010467', 'GO:0002098', 'GO:0044444', 'GO:0009451', 'GO:0016070', 'GO:0005575', 'GO:0030488', 'GO:0032259', 'GO:1901265', 'GO:0044237', 'GO:1901363', 'GO:0009628', 'GO:1901360', 'GO:0002097', 'GO:0050662', 'GO:0048037', 'GO:0071704', 'GO:0008150', 'GO:0046483', 'GO:0003674']
